,District,MainMaterial,B_area,LivingR,BathR,Price,PropertyType2,log_Price,log_B_area
5202,鶯歌區,鋼筋混凝土造,71.67,1,1,2150000.0,公寓,14.580978400103845,4.272072250005828
5203,三峽區,鋼筋混凝土造,159.19,2,2,7920000.0,住宅大樓,15.884901763790609,5.0700984573670445
5204,三峽區,鋼筋混凝土造,174.5,2,0,10800000.0,住宅大樓,16.195056692094447,5.161924741642482
5205,樹林區,鋼筋混凝土造,50.11,1,1,2750000.0,住宅大樓,14.827111469642754,3.914220588971633
5206,樹林區,鋼筋混凝土造,129.85,2,2,7300000.0,公寓,15.80338490611862,4.866379938108757
5207,鶯歌區,鋼筋混凝土造,293.42,2,2,16000000.0,華廈,16.588099280204055,5.681605029711498
5208,鶯歌區,鋼筋混凝土造,81.32,2,1,2000000.0,公寓,14.508657738524219,4.398391988760146
5209,淡水區,鋼筋混凝土造,200.85,2,2,10850000.0,住宅大樓,16.199675637950744,5.302558360805291
5210,淡水區,鋼筋混凝土造,200.85,2,2,11350000.0,住宅大樓,16.244728301891687,5.302558360805291
5211,淡水區,鋼筋混凝土造,160.95,2,2,8400000.0,住宅大樓,15.943742263813542,5.081093757744817
5212,淡水區,鋼筋混凝土造,168.52,2,2,9080000.0,住宅大樓,16.021584750577475,5.127054437110816
5213,淡水區,鋼筋混凝土造,168.52,2,2,9050000.0,住宅大樓,16.01827531567611,5.127054437110816
5214,淡水區,鋼筋混凝土造,160.95,2,2,8580000.0,住宅大樓,15.964944471464145,5.081093757744817
5215,淡水區,鋼筋混凝土造,163.03,2,2,8400000.0,住宅大樓,15.943742263813542,5.093934232951563
5216,淡水區,鋼筋混凝土造,200.85,2,2,10600000.0,住宅大樓,16.176364559082295,5.302558360805291
5217,淡水區,鋼筋混凝土造,198.77,2,2,11330000.0,住宅大樓,16.24296463300419,5.2921483774025075
5218,淡水區,鋼筋混凝土造,200.85,2,2,10670000.0,住宅大樓,16.182946623277935,5.302558360805291
5219,淡水區,鋼筋混凝土造,168.52,2,2,9500000.0,住宅大樓,16.06680235657077,5.127054437110816
5220,淡水區,鋼筋混凝土造,168.52,2,2,9700000.0,住宅大樓,16.08763644347361,5.127054437110816
5221,淡水區,鋼筋混凝土造,166.44,2,2,9700000.0,住宅大樓,16.08763644347361,5.11463488411474
5222,淡水區,鋼筋混凝土造,200.85,2,2,10550000.0,住宅大樓,16.17163641788635,5.302558360805291
5223,淡水區,鋼筋混凝土造,202.41,2,2,10750000.0,住宅大樓,16.190416312537945,5.310295343307444
5224,淡水區,鋼筋混凝土造,200.85,2,2,10570000.0,住宅大樓,16.17353035784642,5.302558360805291
5225,淡水區,鋼筋混凝土造,168.52,2,2,8670000.0,住宅大樓,15.975379348756725,5.127054437110816
5226,淡水區,鋼筋混凝土造,188.77,2,2,9880000.0,住宅大樓,16.10602306972405,5.2405293427806425
5227,淡水區,鋼筋混凝土造,188.77,2,2,10100000.0,住宅大樓,16.12804598181149,5.2405293427806425
5228,淡水區,鋼筋混凝土造,161.86,2,2,8680000.0,住宅大樓,15.976532086636533,5.086731764067556
5229,淡水區,鋼筋混凝土造,161.86,2,2,8100000.0,住宅大樓,15.907374619642667,5.086731764067556
5230,淡水區,鋼筋混凝土造,188.77,2,2,9980000.0,住宅大樓,16.116093648287645,5.2405293427806425
5231,淡水區,鋼筋混凝土造,150.79,2,2,7650000.0,住宅大樓,15.850216205802719,5.0158881403777045
5232,淡水區,鋼筋混凝土造,63.76,1,1,3000000.0,華廈,14.914122846632385,4.15512603448196
5233,淡水區,鋼筋混凝土造,153.84,2,2,7550000.0,住宅大樓,15.837058121225207,5.035913101280524
5234,淡水區,鋼筋混凝土造,104.5,1,2,4500000.0,公寓,15.319587954740548,4.6491870714048655
5235,淡水區,鋼筋混凝土造,241.34,2,2,11100000.0,住宅大樓,16.222455666282563,5.486206727645455
5236,淡水區,鋼筋混凝土造,213.17,2,2,10980000.0,住宅大樓,16.21158599404566,5.362089969445103
5237,淡水區,鋼筋混凝土造,213.17,2,2,11200000.0,住宅大樓,16.231424336265324,5.362089969445103
5238,淡水區,鋼筋混凝土造,195.06,2,2,9710000.0,住宅大樓,16.088666840267507,5.273307203543869
5239,淡水區,鋼筋混凝土造,195.06,2,2,9700000.0,住宅大樓,16.08763644347361,5.273307203543869
5240,淡水區,鋼筋混凝土造,195.06,2,2,9700000.0,住宅大樓,16.08763644347361,5.273307203543869
5241,淡水區,鋼筋混凝土造,195.06,2,2,9950000.0,住宅大樓,16.113083109134777,5.273307203543869
5242,淡水區,鋼筋混凝土造,195.06,2,2,10200000.0,住宅大樓,16.1378982782545,5.273307203543869
5243,淡水區,鋼筋混凝土造,223.24,2,2,10900000.0,住宅大樓,16.204273347199372,5.408247425920233
5244,淡水區,鋼筋混凝土造,142.86,2,1,6700000.0,住宅大樓,15.717618084361195,4.961865129726826
5245,淡水區,鋼筋混凝土造,142.86,2,1,7000000.0,住宅大樓,15.761420707019587,4.961865129726826
5246,淡水區,鋼筋混凝土造,142.86,2,1,7060000.0,住宅大樓,15.769955609469426,4.961865129726826
5247,淡水區,鋼筋混凝土造,142.86,2,1,7090000.0,住宅大樓,15.77419589850831,4.961865129726826
5248,淡水區,鋼筋混凝土造,170.67,2,2,8490000.0,住宅大樓,15.95439955828753,5.139731867430665
5249,淡水區,鋼筋混凝土造,170.67,2,2,8360000.0,住宅大樓,15.938968985060884,5.139731867430665
5250,淡水區,鋼筋混凝土造,170.67,2,2,8800000.0,住宅大樓,15.990262279448435,5.139731867430665
5251,淡水區,鋼筋混凝土造,187.84,2,2,9100000.0,住宅大樓,16.02378497148708,5.235590536639732
5252,淡水區,鋼筋混凝土造,187.84,2,2,8880000.0,住宅大樓,15.999312114968353,5.235590536639732
5253,淡水區,鋼筋混凝土造,187.84,2,2,8920000.0,住宅大樓,16.00380650455619,5.235590536639732
5254,淡水區,鋼筋混凝土造,187.84,2,2,9300000.0,住宅大樓,16.045524958123483,5.235590536639732
5255,淡水區,鋼筋混凝土造,187.84,2,2,9260000.0,住宅大樓,16.04121460662236,5.235590536639732
5256,淡水區,鋼筋混凝土造,187.84,2,2,9380000.0,住宅大樓,16.054090320982407,5.235590536639732
5257,淡水區,鋼筋混凝土造,187.84,2,2,9420000.0,住宅大樓,16.058345646552546,5.235590536639732
5258,淡水區,鋼筋混凝土造,236.75,2,2,11550000.0,住宅大樓,16.26219599493208,5.467004732066187
5259,淡水區,鋼筋混凝土造,131.71,2,1,6600000.0,住宅大樓,15.702580206996654,4.880602536010955
5260,淡水區,鋼筋混凝土造,142.94,2,1,6500000.0,住宅大樓,15.687312734865866,4.962424961791832
5261,淡水區,鋼筋混凝土造,142.94,2,1,6720000.0,住宅大樓,15.720598712499333,4.962424961791832
5262,淡水區,鋼筋混凝土造,142.94,2,1,6800000.0,住宅大樓,15.732433170146335,4.962424961791832
5263,淡水區,鋼筋混凝土造,159.38,2,2,8650000.0,住宅大樓,15.973069878908062,5.071291287969602
5264,淡水區,鋼筋混凝土造,125.69,1,1,6280000.0,住宅大樓,15.652880538444382,4.8338185579367465
5265,淡水區,鋼筋混凝土造,129.12,2,1,6460000.0,住宅大樓,15.681139875758785,4.860742204521639
5266,淡水區,鋼筋混凝土造,149.88,2,2,7880000.0,住宅大樓,15.879838461834062,5.009834973925487
5267,淡水區,鋼筋混凝土造,155.1,2,2,8200000.0,住宅大樓,15.919644712234481,5.044070070182493
5268,淡水區,鋼筋混凝土造,74.71,1,1,5350000.0,住宅大樓,15.49260711887219,4.31361395198771
5269,淡水區,鋼筋混凝土造,168.52,2,2,9150000.0,住宅大樓,16.029264437251705,5.127054437110816
5270,淡水區,鋼筋混凝土造,99.66,1,1,9660000.0,華廈,16.0835042061887,4.601764392853259
5271,三重區,鋼筋混凝土造,107.15,1,1,8500000.0,華廈,15.955576721460545,4.674229721919586
5272,三重區,鋼筋混凝土造,111.22,2,1,8250000.0,公寓,15.925723758310864,4.711510221759418
5273,三重區,鋼筋混凝土造,49.11,1,1,3300000.0,公寓,15.009433026436708,3.894062680051153
5274,中和區,鋼筋混凝土造,51.47,1,1,4500000.0,公寓,15.319587954740548,3.940999113664663
5275,中和區,鋼筋混凝土造,51.47,1,1,6880000.0,公寓,15.744129209909527,3.940999113664663
5276,中和區,鋼筋混凝土造,84.77,2,1,12500000.0,住宅大樓,16.34123920227253,4.439941706620314
5277,永和區,鋼筋混凝土造,72.22,2,1,8300000.0,華廈,15.931766072766827,4.279717015849312
5278,中和區,鋼筋混凝土造,37.54,0,1,3960000.0,套房,15.191754583230663,3.6254070311583626
5279,中和區,鋼筋混凝土造,86.91,1,1,12500000.0,公寓,16.34123920227253,4.464873100449369
5280,中和區,鋼筋混凝土造,97.56,2,2,7300000.0,公寓,15.80338490611862,4.580467573347719
5281,中和區,鋼筋混凝土造,80.39,1,1,7300000.0,華廈,15.80338490611862,4.386889790339869
5282,中和區,加強磚造,68.4,2,1,5250000.0,公寓,15.473738634567807,4.225372824628505
5283,中和區,鋼筋混凝土造,164.02,2,1,14380000.0,華廈,16.481348910257175,5.099988371608265
5284,中和區,鋼筋混凝土造,239.41,2,2,17680000.0,住宅大樓,16.687944615173773,5.478177563345888
5285,蘆洲區,鋼筋混凝土造,55.23,2,2,4280000.0,華廈,15.26946356755798,4.011506283913096
5286,蘆洲區,鋼筋混凝土造,112.5,2,2,10500000.0,華廈,16.166885815127753,4.722953221644475
5287,三重區,鋼筋混凝土造,97.73,1,1,8750000.0,住宅大樓,15.984564258333798,4.582208574350744
5288,三重區,鋼筋混凝土造,78.87,1,1,8150000.0,住宅大樓,15.913528485217045,4.3678009274099
5289,三重區,加強磚造,60.08,1,1,4500000.0,公寓,15.319587954740548,4.09567700745588
5290,三重區,鋼筋混凝土造,170.21,2,2,16100000.0,住宅大樓,16.59432982995469,5.137032968819882
5291,蘆洲區,鋼筋混凝土造,154.48,2,2,13500000.0,住宅大樓,16.41820024340866,5.040064638120259
5292,蘆洲區,鋼筋混凝土造,138.79,2,2,9500000.0,住宅大樓,16.06680235657077,4.932961999367748
5293,林口區,鋼筋混凝土造,141.13,2,2,6000000.0,住宅大樓,15.60727002719233,4.949681451425915
5294,林口區,鋼筋混凝土造,223.58,2,2,12700000.0,華廈,16.35711255142882,5.40976929184218
5295,新莊區,鋼筋混凝土造,87.81,1,1,5580000.0,公寓,15.534699334357494,4.475175389371905
5296,新莊區,鋼筋混凝土造,102.91,1,1,6380000.0,住宅大樓,15.668678655320972,4.6338548198480005
5297,林口區,鋼筋混凝土造,148.31,2,2,11200000.0,華廈,16.231424336265324,4.999304677753871
5298,新莊區,鋼筋混凝土造,95.04,2,1,6500000.0,公寓,15.687312734865866,4.554297855614335
5299,新莊區,鋼筋混凝土造,120.56,1,2,10000000.0,華廈,16.11809565095832,4.79214755431824
5300,新莊區,鋼筋混凝土造,122.03,2,2,11000000.0,華廈,16.213405830762646,4.804266916143749
5301,新莊區,鋼筋混凝土造,106.55,2,2,6750000.0,住宅大樓,15.725053062848712,4.668614358544626
5302,板橋區,加強磚造,96.23,2,2,12000000.0,公寓,16.300417207752275,4.566741159368309
5303,土城區,鋼筋混凝土造,103.99,1,1,6100000.0,公寓,15.623799329143539,4.644294740672142
5304,土城區,鋼筋混凝土造,99.76,2,2,8200000.0,公寓,15.919644712234481,4.602767301371781
5305,土城區,鋼筋混凝土造,82.82,1,1,6550000.0,住宅大樓,15.694975607611434,4.416669578117421
5306,土城區,鋼筋混凝土造,90.12,2,1,7500000.0,公寓,15.830413578506539,4.501142115564043
5307,土城區,鋼筋混凝土造,87.76,2,1,6590000.0,住宅大樓,15.70106390647869,4.474605815966975
5308,板橋區,鋼筋混凝土造,116.72,2,2,8420000.0,住宅大樓,15.94612038621851,4.7597779042145305
5309,板橋區,鋼筋混凝土造,201.04,2,2,23800000.0,住宅大樓,16.985196138641705,5.303503893235336
5310,土城區,鋼筋混凝土造,94.38,2,1,6850000.0,公寓,15.739759210238407,4.547329186298241
5311,土城區,鋼筋混凝土造,92.66,2,1,7500000.0,公寓,15.830413578506539,4.528936879988502
5312,土城區,鋼筋混凝土造,113.88,2,2,10300000.0,住宅大樓,16.147654453199863,4.735145262409837
5313,土城區,鋼筋混凝土造,26.06,1,1,2600000.0,套房,14.77102200299171,3.260401571696699
5314,板橋區,鋼筋混凝土造,65.98,1,1,3800000.0,公寓,15.150511624696614,4.1893516658004355
5315,板橋區,鋼筋混凝土造,149.69,2,2,24080000.0,住宅大樓,16.996892178404895,5.008566488927144
5316,板橋區,鋼筋混凝土造,83.68,1,1,7150000.0,公寓,15.78262291467019,4.427000000316613
5317,板橋區,鋼筋混凝土造,106.67,2,2,10000000.0,公寓,16.11809565095832,4.669739956637391
5318,板橋區,鋼筋混凝土造,129.43,2,2,16000000.0,住宅大樓,16.588099280204055,4.863140194454346
5319,土城區,鋼筋混凝土造,91.1,2,2,9000000.0,公寓,16.012735135300492,4.511957804265912
5320,汐止區,鋼筋混凝土造,128.25,2,2,11100000.0,華廈,16.222455666282563,4.853981484050879
5321,汐止區,鋼筋混凝土造,90.55,2,2,9200000.0,公寓,16.034714042019267,4.505902184329423
5322,新店區,鋼筋混凝土造,148.88,2,2,24000000.0,華廈,16.99356438831222,5.003140612333995
5323,新店區,鋼筋混凝土造,98.38,2,1,6200000.0,公寓,15.64005985001532,4.588837531367194
5324,新店區,鋼筋混凝土造,95.43,2,1,6250000.0,公寓,15.648092021712584,4.558392994429163
5325,新店區,鋼筋混凝土造,34.5,0,1,2750000.0,套房,14.827111469642754,3.5409593240373143
5326,新店區,鋼筋混凝土造,102.48,2,2,10700000.0,公寓,16.185754299432134,4.629667657588479
5327,深坑區,鋼筋混凝土造,107.32,2,2,3600000.0,公寓,15.096444403426338,4.675815025557423
5328,新莊區,鋼筋混凝土造,77.93,2,1,4000000.0,公寓,15.201804919084164,4.355810987855469
5329,新莊區,鋼筋混凝土造,98.4,2,1,6950000.0,公寓,15.754252217540975,4.589040804058207
5330,新莊區,加強磚造,70.35,2,1,5400000.0,公寓,15.501909511534503,4.253482783560398
5331,新莊區,鋼筋混凝土造,144.53,2,2,13000000.0,華廈,16.38045991542581,4.97348709846075
5332,淡水區,鋼筋混凝土造,125.68,2,1,6200000.0,住宅大樓,15.64005985001532,4.833738993947366
5333,淡水區,鋼筋混凝土造,153.66,2,2,8250000.0,住宅大樓,15.925723758310864,5.034742369439489
5334,淡水區,鋼筋混凝土造,116.78,0,7,4800000.0,公寓,15.38412647587812,4.760291822855391
5335,淡水區,鋼筋混凝土造,94.8,2,1,5800000.0,住宅大樓,15.573368475516649,4.551769409260976
5336,淡水區,鋼筋混凝土造,127.03,2,1,6130000.0,住宅大樓,15.628705307912394,4.844423279035369
5337,淡水區,鋼筋混凝土造,127.03,2,1,6150000.0,住宅大樓,15.631962639782701,4.844423279035369
5338,淡水區,鋼筋混凝土造,129.11,2,1,6450000.0,住宅大樓,15.679590688771956,4.860664754186628
5339,淡水區,鋼筋混凝土造,125.68,2,1,6250000.0,住宅大樓,15.648092021712584,4.833738993947366
5340,淡水區,鋼筋混凝土造,125.69,2,1,6630000.0,住宅大樓,15.707115362162046,4.8338185579367465
5341,淡水區,鋼筋混凝土造,198.66,2,2,9580000.0,住宅大樓,16.075188149947042,5.29159482078721
5342,淡水區,鋼筋混凝土造,125.69,2,1,6400000.0,住宅大樓,15.671808548329901,4.8338185579367465
5343,淡水區,鋼筋混凝土造,117.9,1,1,5910000.0,住宅大樓,15.59215638938228,4.769836807543325
5344,淡水區,鋼筋混凝土造,222.16,2,2,11850000.0,住宅大樓,16.287838425545413,5.403397842998544
5345,淡水區,鋼筋混凝土造,125.69,2,1,6700000.0,住宅大樓,15.717618084361195,4.8338185579367465
5346,三芝區,鋼筋混凝土造,141.44,2,2,2990000.0,華廈,14.91078394536687,4.951875598889333
5347,淡水區,鋼筋混凝土造,274.01,2,2,26500000.0,住宅大樓,17.09265529095645,5.61316460207246
5348,汐止區,鋼筋混凝土造,117.2,2,2,9500000.0,華廈,16.06680235657077,4.763881877142913
5349,汐止區,鋼筋混凝土造,76.42,1,1,4500000.0,住宅大樓,15.319587954740548,4.336244442018754
5350,汐止區,鋼筋混凝土造,94.43,2,1,8500000.0,公寓,15.955576721460545,4.547858819274978
5351,汐止區,鋼筋混凝土造,106.94,1,1,7000000.0,住宅大樓,15.761420707019587,4.672267929520586
5352,汐止區,鋼筋混凝土造,83.29,2,1,6150000.0,公寓,15.631962639782701,4.42232849394725
5353,汐止區,鋼筋混凝土造,86.25,2,1,6800000.0,公寓,15.732433170146335,4.457250055911469
5354,淡水區,鋼骨鋼筋混凝土造,107.98,1,1,11600000.0,住宅大樓,16.266515656076592,4.6819460247901405
5355,淡水區,鋼筋混凝土造,122.6,2,2,9580000.0,住宅大樓,16.075188149947042,4.808927023502111
5356,淡水區,鋼筋混凝土造,133.6,2,2,5300000.0,住宅大樓,15.483217378522351,4.894850261102546
5357,淡水區,鋼筋混凝土造,27.97,0,0,1030000.0,套房,13.845069360205818,3.3311325072138684
5358,八里區,鋼筋混凝土造,43.32,1,1,2350000.0,住宅大樓,14.669925886120343,3.76861442213279
5359,新莊區,鋼筋混凝土造,126.43,2,2,13500000.0,華廈,16.41820024340866,4.839688795323807
5360,五股區,鋼筋混凝土造,108.95,2,2,5878000.0,華廈,15.586727125961,4.690889061390629
5361,林口區,鋼筋混凝土造,73.15,1,1,4450000.0,華廈,15.308414654142423,4.292512127466133
5362,林口區,鋼筋混凝土造,140.57,0,0,7500000.0,華廈,15.830413578506539,4.945705585343674
5363,新莊區,鋼筋混凝土造,145.64,2,2,10250000.0,住宅大樓,16.14278826354869,4.9811378233072325
5364,新莊區,鋼筋混凝土造,72.02,2,1,4380000.0,公寓,15.292559282352629,4.276943858220729
5365,新莊區,鋼筋混凝土造,121.45,2,1,7080000.0,住宅大樓,15.772784465669902,4.799502655448181
5366,新莊區,加強磚造,73.85,1,2,8350000.0,公寓,15.937772096827038,4.302036008977389
5367,新店區,鋼筋混凝土造,71.38,1,1,8800000.0,住宅大樓,15.990262279448435,4.268017718062014
5368,新店區,鋼筋混凝土造,125.97,1,1,12380000.0,住宅大樓,16.331592825220724,4.836043783364212
5369,新店區,鋼筋混凝土造,58.01,1,1,6150000.0,住宅大樓,15.631962639782701,4.060615409477973
5370,新店區,鋼筋混凝土造,112.77,2,2,10600000.0,公寓,16.176364559082295,4.725350346244197
5371,新店區,鋼筋混凝土造,199.35,2,2,24700000.0,住宅大樓,17.022313801598205,5.295062073827364
5372,新店區,鋼筋混凝土造,172.22,2,2,19300000.0,華廈,16.775615653875114,5.148772729268019
5373,新店區,鋼筋混凝土造,83.32,2,1,9500000.0,住宅大樓,16.06680235657077,4.422688616392771
5374,汐止區,鋼筋混凝土造,80.86,2,1,7250000.0,住宅大樓,15.796512026830857,4.392719264212625
5375,汐止區,鋼筋混凝土造,69.25,0,1,8650000.0,住宅大樓,15.973069878908062,4.237723145067448
5376,汐止區,鋼筋混凝土造,74.59,1,1,5000000.0,公寓,15.424948470398375,4.312006449967072
5377,板橋區,鋼筋混凝土造,40.12,1,1,5700000.0,住宅大樓,15.555976732804778,3.691874963093735
5378,板橋區,鋼筋混凝土造,120.5,1,1,17200000.0,住宅大樓,16.660419941783683,4.791649752930709
5379,板橋區,鋼骨混凝土造,65.86,1,1,5300000.0,住宅大樓,15.483217378522351,4.187531276948218
5380,板橋區,見其他登記事項,57.69,1,1,9880000.0,套房,16.10602306972405,4.055083848268798
5381,土城區,鋼筋混凝土造,106.42,1,1,5980000.0,住宅大樓,15.603931125926815,4.667393529168224
5382,板橋區,鋼筋混凝土造,117.47,2,2,13100000.0,住宅大樓,16.38812278817138,4.766182981835795
5383,土城區,鋼筋混凝土造,184.37,2,2,16600000.0,住宅大樓,16.62491325332677,5.216944608082299
5384,土城區,鋼筋混凝土造,87.74,2,1,7500000.0,公寓,15.830413578506539,4.474377895738068
5385,板橋區,鋼筋混凝土造,170.11,2,2,19000000.0,住宅大樓,16.759949537130716,5.136445286621491
5386,土城區,鋼筋混凝土造,91.25,2,2,6880000.0,公寓,15.744129209909527,4.513602992462601
5387,新莊區,鋼筋混凝土造,76.3,2,1,6700000.0,公寓,15.717618084361195,4.334672938290411
5388,林口區,鋼筋混凝土造,174.65,2,2,9200000.0,其他,16.034714042019267,5.162783971252841
5389,林口區,鋼筋混凝土造,154.23,2,2,8500000.0,華廈,15.955576721460545,5.0384449947355225
5390,新莊區,鋼筋混凝土造,70.3,1,1,4600000.0,公寓,15.341566861459324,4.252771798816619
5391,新莊區,鋼筋混凝土造,150.83,2,2,15250000.0,住宅大樓,16.540090061017693,5.016153374780161
5392,新莊區,鋼筋混凝土造,73.59,1,1,5360000.0,華廈,15.494474533046985,4.298509146938508
5393,蘆洲區,鋼筋混凝土造,142.83,2,2,9700000.0,住宅大樓,16.08763644347361,4.961655111874538
5394,三重區,鋼筋混凝土造,220.32,2,2,24000000.0,住宅大樓,16.99356438831222,5.395081034980345
5395,蘆洲區,鋼筋混凝土造,202.13,2,2,12400000.0,華廈,16.333207030575267,5.308911054758907
5396,三重區,鋼筋混凝土造,125.75,2,1,10200000.0,住宅大樓,16.1378982782545,4.8342958089798485
5397,三重區,鋼筋混凝土造,35.95,0,1,3980000.0,住宅大樓,15.196792377260621,3.5821290841670557
5398,蘆洲區,鋼筋混凝土造,148.55,2,2,11000000.0,華廈,16.213405830762646,5.000921601908617
5399,蘆洲區,鋼筋混凝土造,53.0,1,1,5000000.0,公寓,15.424948470398375,3.970291913552122
5400,三重區,鋼筋混凝土造,127.24,2,1,10000000.0,住宅大樓,16.11809565095832,4.846075066880943
5401,三重區,鋼筋混凝土造,38.83,1,1,4600000.0,公寓,15.341566861459324,3.659193143743576
5402,三重區,加強磚造,77.36,2,2,6000000.0,透天厝,15.60727002719233,4.348469851145039
5403,蘆洲區,鋼筋混凝土造,99.58,1,2,5500000.0,公寓,15.520258650202699,4.600961341214036
5404,三重區,鋼筋混凝土造,89.53,2,2,8800000.0,公寓,15.990262279448435,4.494573764646065
5405,蘆洲區,鋼筋混凝土造,130.44,2,3,11600000.0,華廈,16.266515656076592,4.870913350921119
5406,蘆洲區,鋼筋混凝土造,106.66,2,2,9800000.0,住宅大樓,16.0978929436408,4.669646205172456
5407,三重區,鋼筋混凝土造,41.55,1,1,4000000.0,住宅大樓,15.201804919084164,3.7268975213014572
5408,永和區,鋼筋混凝土造,100.18,2,2,9850000.0,公寓,16.10298201314827,4.606968567929471
5409,永和區,鋼筋混凝土造,88.32,2,2,9500000.0,公寓,16.06680235657077,4.480966582528785
5410,中和區,鋼筋混凝土造,154.79,2,2,11900000.0,公寓,16.292048958081757,5.042069359585786
5411,中和區,鋼筋混凝土造,74.72,2,1,7500000.0,住宅大樓,15.830413578506539,4.313747793920587
5412,中和區,見其他登記事項,136.46,2,2,13600000.0,住宅大樓,16.42558035070628,4.9160315313872776
5413,中和區,鋼筋混凝土造,87.89,1,2,10720000.0,公寓,16.18762171360693,4.4760860325765535
5414,中和區,加強磚造,59.38,1,1,6800000.0,公寓,15.732433170146335,4.083957469335614
5415,永和區,鋼筋混凝土造,150.88,2,2,16000000.0,住宅大樓,16.588099280204055,5.016484818885147
5416,中和區,鋼筋混凝土造,35.18,1,1,3100000.0,住宅大樓,14.946912669455374,3.560477739309412
5417,永和區,鋼筋混凝土造,94.91,0,5,10100000.0,公寓,16.12804598181149,4.5529290741424004
5418,中和區,鋼筋混凝土造,82.88,1,1,6650000.0,公寓,15.710127412632037,4.4173937785111725
5419,中和區,鋼筋混凝土造,164.14,2,2,13900000.0,華廈,16.44739939810092,5.100719722201566
5420,淡水區,鋼筋混凝土造,223.32,2,2,8000000.0,公寓,15.89495209964411,5.40860572044216
5421,淡水區,加強磚造,259.02,2,2,13000000.0,公寓,16.38045991542581,5.556905278795441
5422,淡水區,鋼筋混凝土造,142.94,2,1,6880000.0,住宅大樓,15.744129209909527,4.962424961791832
5423,淡水區,鋼筋混凝土造,142.94,2,1,6660000.0,住宅大樓,15.711630042516571,4.962424961791832
5424,淡水區,鋼筋混凝土造,142.94,2,1,7000000.0,住宅大樓,15.761420707019587,4.962424961791832
5425,淡水區,鋼筋混凝土造,170.67,2,2,8160000.0,住宅大樓,15.91475472694029,5.139731867430665
5426,淡水區,鋼筋混凝土造,170.67,2,2,8420000.0,住宅大樓,15.94612038621851,5.139731867430665
5427,淡水區,鋼筋混凝土造,195.06,2,2,9900000.0,住宅大樓,16.108045315104818,5.273307203543869
5428,淡水區,鋼筋混凝土造,195.06,2,2,9500000.0,住宅大樓,16.06680235657077,5.273307203543869
5429,淡水區,鋼筋混凝土造,195.06,2,2,9800000.0,住宅大樓,16.0978929436408,5.273307203543869
5430,淡水區,鋼筋混凝土造,195.06,2,2,9950000.0,住宅大樓,16.113083109134777,5.273307203543869
5431,淡水區,鋼筋混凝土造,195.06,2,2,10240000.0,住宅大樓,16.141812177575638,5.273307203543869
5432,淡水區,鋼筋混凝土造,249.91,2,2,12900000.0,住宅大樓,16.3727378693319,5.52110085304669
5433,淡水區,鋼筋混凝土造,142.86,2,1,6690000.0,住宅大樓,15.716124432104412,4.961865129726826
5434,淡水區,鋼筋混凝土造,142.86,2,1,6730000.0,住宅大樓,15.72208570162091,4.961865129726826
5435,淡水區,鋼筋混凝土造,142.86,2,1,6810000.0,住宅大樓,15.733902678125695,4.961865129726826
5436,淡水區,鋼筋混凝土造,142.86,2,1,7000000.0,住宅大樓,15.761420707019587,4.961865129726826
5437,淡水區,鋼筋混凝土造,142.86,2,1,6950000.0,住宅大樓,15.754252217540975,4.961865129726826
5438,淡水區,鋼筋混凝土造,142.86,2,1,7000000.0,住宅大樓,15.761420707019587,4.961865129726826
5439,淡水區,鋼筋混凝土造,170.67,2,2,8200000.0,住宅大樓,15.919644712234481,5.139731867430665
5440,淡水區,鋼筋混凝土造,170.67,2,2,7930000.0,住宅大樓,15.88616359361103,5.139731867430665
5441,淡水區,鋼筋混凝土造,170.67,2,2,8350000.0,住宅大樓,15.937772096827038,5.139731867430665
5442,淡水區,鋼筋混凝土造,173.9,2,2,9300000.0,住宅大樓,16.045524958123483,5.158480421360237
5443,淡水區,鋼筋混凝土造,187.84,2,2,9150000.0,住宅大樓,16.029264437251705,5.235590536639732
5444,淡水區,鋼筋混凝土造,187.84,2,2,8630000.0,住宅大樓,15.970755063059611,5.235590536639732
5445,淡水區,鋼筋混凝土造,187.84,2,2,9020000.0,住宅大樓,16.014954892038805,5.235590536639732
5446,淡水區,鋼筋混凝土造,187.84,2,2,8980000.0,住宅大樓,16.01051044027838,5.235590536639732
5447,淡水區,加強磚造,153.7,2,2,4600000.0,透天厝,15.341566861459324,5.03500265054455
5448,淡水區,鋼筋混凝土造,27.54,0,1,1250000.0,華廈,14.038654109278484,3.315639493300509
5449,淡水區,鋼筋混凝土造,86.7,1,6,4050000.0,公寓,15.214227439082721,4.462453883786496
5450,淡水區,鋼筋混凝土造,168.73,2,2,6950000.0,住宅大樓,15.754252217540975,5.128299804210246
5451,淡水區,鋼筋混凝土造,88.45,1,1,2600000.0,公寓,14.77102200299171,4.482437420605795
5452,淡水區,鋼筋混凝土造,46.03,0,1,1780000.0,華廈,14.392123922268269,3.82929335782915
5453,淡水區,鋼筋混凝土造,146.4,2,2,6130000.0,住宅大樓,15.628705307912394,4.986342601527212
5454,淡水區,鋼筋混凝土造,146.98,2,2,6540000.0,住宅大樓,15.693447723433382,4.990296523100725
5455,淡水區,鋼筋混凝土造,146.4,2,2,6370000.0,住宅大樓,15.667110027548347,4.986342601527212
5456,淡水區,鋼筋混凝土造,146.4,2,2,5660000.0,住宅大樓,15.548934450179365,4.986342601527212
